"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"99999923272","2018-03-25T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"50",,,,,,"0","-5.3","15","55","44",,"2237","0.07",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.07 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5524 HR MIN TEMP (F): 4424 HR AVG TEMP (F): 50DEPART FROM NORMAL: -5  HEATING DEGREE DAYS: 15 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0606","1826",
"99999923272","2018-03-26T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"53",,,,,,"0","-2.3","12","61","45",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 4524 HR AVG TEMP (F): 53DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0604","1827",
"99999923272","2018-03-27T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"61",,,,,,"0","5.7","4","68","53",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 5324 HR AVG TEMP (F): 61DEPART FROM NORMAL:  6  HEATING DEGREE DAYS:  4 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0603","1828",
"99999923272","2018-03-28T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"64",,,,,,"0","8.7","1","76","52",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7624 HR MIN TEMP (F): 5224 HR AVG TEMP (F): 64DEPART FROM NORMAL:  9  HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0601","1829",
"99999923272","2018-03-29T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"68",,,,,,"3","12.6","0","81","55",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8124 HR MIN TEMP (F): 5524 HR AVG TEMP (F): 68DEPART FROM NORMAL: 13  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  3","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0600","1830",
"99999923272","2018-03-30T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"68",,,,,,"3","12.6","0","79","56",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7924 HR MIN TEMP (F): 5624 HR AVG TEMP (F): 68DEPART FROM NORMAL: 12  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  3","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0558","1831",
"99999923272","2018-03-31T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"56",,,,,,"0","0.6","9","60","51",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 5124 HR AVG TEMP (F): 56DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0557","1832",
"99999923272","2018-03-31T23:59:00","SOM  ","6",,,,,,,,,,,,"6","5",,,,,,,,,,,,,,,,,,,,,,,,"1817","323",,,,,,,,,,,,,,,,,,"16","10","0","0","0","0","-0.4","3","16","-0.2","-0.7",,,"0.90","20-21",,,,,,,,"61.6","54.7",,,,"47.8",,,,,,"2","307",,"SOM  ","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"58",,,,,,"0","2.5","7","65","51",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 5124 HR AVG TEMP (F): 58DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  7 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0555","1833",
"99999923272","2018-04-02T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"57",,,,,,"0","1.5","8","63","51",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6324 HR MIN TEMP (F): 5124 HR AVG TEMP (F): 57DEPART FROM NORMAL:  1  HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0554","1833",
"99999923272","2018-04-03T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"54",,,,,,"0","-1.5","11","59","49",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5924 HR MIN TEMP (F): 4924 HR AVG TEMP (F): 54DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 11 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0552","1834",
"99999923272","2018-04-04T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"56",,,,,,"0","0.4","9","60","51",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 5124 HR AVG TEMP (F): 56DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0551","1835",
"99999923272","2018-04-05T17:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-05T18:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-05T19:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-05T20:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-05T21:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-05T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"57",,,,,,"0","1.4","8","61","52",,"2237","0.14",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.14 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 5224 HR AVG TEMP (F): 57DEPART FROM NORMAL:  1  HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0549","1836",
"99999923272","2018-04-06T00:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T01:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T02:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T03:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T04:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T05:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T06:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T07:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T08:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T09:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T10:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T11:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T12:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T13:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T14:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T15:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T16:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T17:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T18:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T19:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T20:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T21:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T22:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-06T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"59",,,,,,"0","3.4","6","61","56",,"2237","2.22",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 2.22 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 5624 HR AVG TEMP (F): 59DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0548","1837",
"99999923272","2018-04-07T00:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T01:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T02:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T03:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T04:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T05:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-07T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"58",,,,,,"0","2.3","7","62","54",,"2237","1.07",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 1.07 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6224 HR MIN TEMP (F): 5424 HR AVG TEMP (F): 58DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  7 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0546","1838",
"99999923272","2018-04-08T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"56",,,,,,"0","0.3","9","61","50",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6124 HR MIN TEMP (F): 5024 HR AVG TEMP (F): 56DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0545","1839",
"99999923272","2018-04-09T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"63",,,,,,"0","7.2","2","74","52",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7424 HR MIN TEMP (F): 5224 HR AVG TEMP (F): 63DEPART FROM NORMAL:  7  HEATING DEGREE DAYS:  2 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0543","1840",
"99999923272","2018-04-10T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"58",,,,,,"0","2.2","7","63","52",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6324 HR MIN TEMP (F): 5224 HR AVG TEMP (F): 58DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  7 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0542","1841",
"99999923272","2018-04-11T17:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-11T18:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-11T19:59:00","FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM-15","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99999923272","2018-04-11T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"55",,,,,,"0","-0.8","10","60","49",,"2237","0.14",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD18924 HR PRECIPITATION (IN): 0.14 SNOW DEPTH (IN):0    24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 4924 HR AVG TEMP (F): 55DEPART FROM NORMAL: -1  HEATING DEGREE DAYS: 10 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0540","1842",
"99999923272","2018-04-12T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"53",,,,,,"0","-2.9","12","57","48",,"2237","0.00",,,,"2237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD21524 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5724 HR MIN TEMP (F): 4824 HR AVG TEMP (F): 53DEPART FROM NORMAL: -3  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0539","1843",
